episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
564,-109,0,10,0,0
565,-154,0,55,0,0
566,-200,0,200,0,0
567,-125,0,26,0,0
568,-121,0,22,0,0
569,-144,0,45,0,0
570,-147,0,48,0,0
571,-109,0,10,0,0
572,-134,0,35,0,0
573,-119,0,20,0,0
574,-104,0,5,0,0
575,-146,0,47,0,0
576,-194,0,95,0,0
577,-168,0,69,0,0
578,-256,0,157,0,0
579,-184,0,85,0,0
580,-132,0,33,0,0
581,-201,0,102,0,0
582,-145,0,46,0,0
583,-201,0,102,0,0
584,-217,0,118,0,0
585,-283,0,184,0,0
586,-127,0,28,0,0
587,-200,0,101,0,0
588,-164,0,65,0,0
589,-177,0,78,0,0
590,-216,0,117,0,0
591,-134,0,35,0,0
592,-142,0,43,0,0
593,-159,0,60,0,0
594,-112,0,13,0,0
595,-200,0,200,0,0
596,-191,0,92,0,0
597,-107,0,8,0,0
598,-200,0,200,0,0
599,-141,0,42,0,0
600,-117,0,18,0,0
601,-299,0,200,0,0
602,-200,0,200,0,0
603,-209,0,110,0,0
604,-177,0,78,0,0
605,-200,0,200,0,0
606,-153,0,54,0,0
607,-156,0,57,0,0
608,-254,0,155,0,0
609,-127,0,28,0,0
610,-138,0,39,0,0
611,-111,0,12,0,0
612,-103,0,4,0,0
613,-118,0,19,0,0
614,-122,0,23,0,0
615,-200,0,200,0,0
616,-119,0,20,0,0
617,-210,0,111,0,0
618,-200,0,200,0,0
619,-200,0,200,0,0
620,-200,0,200,0,0
621,-168,0,69,0,0
622,-254,0,155,0,0
623,-236,0,137,0,0
624,-121,0,22,0,0
625,-200,0,101,0,0
626,-127,0,28,0,0
627,-152,0,53,0,0
628,-215,0,116,0,0
629,-116,0,17,0,0
630,-130,0,31,0,0
631,-122,0,23,0,0
632,-115,0,16,0,0
633,-135,0,36,0,0
634,-159,0,60,0,0
635,-104,0,5,0,0
636,-133,0,34,0,0
637,-117,0,18,0,0
638,-186,0,87,0,0
639,-106,0,7,0,0
640,-108,0,9,0,0
641,-131,0,32,0,0
642,-114,0,15,0,0
643,-124,0,25,0,0
644,-211,0,112,0,0
645,-236,0,137,0,0
646,-127,0,28,0,0
647,-137,0,38,0,0
648,-102,0,3,0,0
649,-208,0,109,0,0
650,-150,0,51,0,0
651,-153,0,54,0,0
652,-137,0,38,0,0
653,-134,0,35,0,0
654,-202,0,103,0,0
655,-111,0,12,0,0
656,-115,0,16,0,0
657,-134,0,35,0,0
658,-145,0,46,0,0
659,-103,0,4,0,0
660,-135,0,36,0,0
661,-234,0,135,0,0
662,-175,0,76,0,0
663,-184,0,85,0,0
664,-172,0,73,0,0
665,-114,0,15,0,0
666,-106,0,7,0,0
667,-113,0,14,0,0
668,-122,0,23,0,0
669,-200,0,200,0,0
670,-113,0,14,0,0
671,-152,0,53,0,0
672,-112,0,13,0,0
673,-201,0,102,0,0
674,-296,0,197,0,0
675,-200,0,200,0,0
676,-130,0,31,0,0
677,-103,0,4,0,0
678,-200,0,200,0,0
679,-122,0,23,0,0
680,-119,0,20,0,0
681,-251,0,152,0,0
682,-149,0,50,0,0
683,-166,0,67,0,0
684,-142,0,43,0,0
685,-235,0,136,0,0
686,-280,0,181,0,0
687,-135,0,36,0,0
688,-126,0,27,0,0
689,-137,0,38,0,0
690,-126,0,27,0,0
691,-118,0,19,0,0
692,-192,0,93,0,0
693,-116,0,17,0,0
694,-110,0,11,0,0
695,-200,0,200,0,0
696,-199,0,100,0,0
697,-237,0,138,0,0
698,-124,0,25,0,0
699,-122,0,23,0,0
700,-130,0,31,0,0
701,-128,0,29,0,0
702,-197,0,98,0,0
703,-168,0,69,0,0
704,-133,0,34,0,0
705,-133,0,34,0,0
706,-200,0,200,0,0
707,-127,0,28,0,0
708,-111,0,12,0,0
709,-270,0,171,0,0
710,-136,0,37,0,0
711,-130,0,31,0,0
712,-256,0,157,0,0
713,-128,0,29,0,0
714,-215,0,116,0,0
715,-219,0,120,0,0
716,-176,0,77,0,0
717,-134,0,35,0,0
718,-160,0,61,0,0
719,-139,0,40,0,0
720,-120,0,21,0,0
721,-170,0,71,0,0
722,-245,0,146,0,0
723,-146,0,47,0,0
724,-196,0,97,0,0
725,-116,0,17,0,0
726,-103,0,4,0,0
727,-125,0,26,0,0
728,-246,0,147,0,0
729,-109,0,10,0,0
730,-104,0,5,0,0
731,-200,0,101,0,0
732,-137,0,38,0,0
733,-199,0,100,0,0
734,-147,0,48,0,0
735,-110,0,11,0,0
736,-200,0,200,0,0
737,-179,0,80,0,0
738,-118,0,19,0,0
739,-130,0,31,0,0
740,-106,0,7,0,0
741,-189,0,90,0,0
742,-200,0,200,0,0
743,-121,0,22,0,0
744,-147,0,48,0,0
745,-176,0,77,0,0
746,-277,0,178,0,0
747,-250,0,151,0,0
748,-139,0,40,0,0
749,-163,0,64,0,0
750,-138,0,39,0,0
751,-112,0,13,0,0
752,-200,0,200,0,0
753,-201,0,102,0,0
754,-238,0,139,0,0
755,-200,0,200,0,0
756,-200,0,200,0,0
757,-264,0,165,0,0
758,-116,0,17,0,0
759,-156,0,57,0,0
760,-121,0,22,0,0
761,-192,0,93,0,0
762,-120,0,21,0,0
763,-133,0,34,0,0
764,-102,0,3,0,0
765,-194,0,95,0,0
766,-180,0,81,0,0
767,-126,0,27,0,0
768,-183,0,84,0,0
769,-200,0,200,0,0
770,-200,0,200,0,0
771,-259,0,160,0,0
772,-135,0,36,0,0
773,-200,0,200,0,0
774,-106,0,7,0,0
775,-152,0,53,0,0
776,-219,0,120,0,0
777,-182,0,83,0,0
778,-285,0,186,0,0
779,-105,0,6,0,0
780,-175,0,76,0,0
781,-136,0,37,0,0
782,-103,0,4,0,0
783,-114,0,15,0,0
784,-122,0,23,0,0
785,-108,0,9,0,0
786,-155,0,56,0,0
787,-167,0,68,0,0
788,-124,0,25,0,0
789,-132,0,33,0,0
790,-118,0,19,0,0
791,-188,0,89,0,0
792,-284,0,185,0,0
793,-161,0,62,0,0
794,-278,0,179,0,0
795,-121,0,22,0,0
796,-184,0,85,0,0
797,-134,0,35,0,0
798,-197,0,98,0,0
799,-200,0,200,0,0
800,-124,0,25,0,0
801,-130,0,31,0,0
802,-147,0,48,0,0
803,-158,0,59,0,0
804,-111,0,12,0,0
805,-107,0,8,0,0
806,-192,0,93,0,0
807,-183,0,84,0,0
808,-220,0,121,0,0
809,-154,0,55,0,0
810,-250,0,151,0,0
811,-267,0,168,0,0
812,-132,0,33,0,0
813,-277,0,178,0,0
814,-200,0,200,0,0
815,-239,0,140,0,0
816,-164,0,65,0,0
817,-148,0,49,0,0
818,-124,0,25,0,0
819,-196,0,97,0,0
820,-200,0,200,0,0
821,-261,0,162,0,0
822,-136,0,37,0,0
823,-212,0,113,0,0
824,-235,0,136,0,0
825,-242,0,143,0,0
826,-131,0,32,0,0
827,-156,0,57,0,0
828,-242,0,143,0,0
829,-233,0,134,0,0
830,-284,0,185,0,0
831,-162,0,63,0,0
832,-107,0,8,0,0
833,-287,0,188,0,0
834,-255,0,156,0,0
835,-153,0,54,0,0
836,-103,0,4,0,0
837,-134,0,35,0,0
838,-111,0,12,0,0
839,-237,0,138,0,0
840,-200,0,200,0,0
841,-130,0,31,0,0
842,-127,0,28,0,0
843,-108,0,9,0,0
844,-154,0,55,0,0
845,-200,0,200,0,0
846,-259,0,160,0,0
847,-181,0,82,0,0
848,-204,0,105,0,0
849,-173,0,74,0,0
850,-114,0,15,0,0
851,-140,0,41,0,0
852,-162,0,63,0,0
853,-103,0,4,0,0
854,-172,0,73,0,0
855,-200,0,200,0,0
856,-123,0,24,0,0
857,-200,0,200,0,0
858,-121,0,22,0,0
859,-128,0,29,0,0
860,-126,0,27,0,0
861,-243,0,144,0,0
862,-126,0,27,0,0
863,-231,0,132,0,0
864,-266,0,167,0,0
865,-164,0,65,0,0
866,-111,0,12,0,0
867,-137,0,38,0,0
868,-232,0,133,0,0
869,-109,0,10,0,0
870,-231,0,132,0,0
871,-127,0,28,0,0
872,-116,0,17,0,0
873,-122,0,23,0,0
874,-246,0,147,0,0
875,-200,0,200,0,0
876,-120,0,21,0,0
877,-259,0,160,0,0
878,-276,0,177,0,0
879,-115,0,16,0,0
880,-291,0,192,0,0
881,-200,0,200,0,0
882,-153,0,54,0,0
883,-118,0,19,0,0
884,-141,0,42,0,0
885,-227,0,128,0,0
886,-154,0,55,0,0
887,-200,0,200,0,0
888,-200,0,200,0,0
889,-170,0,71,0,0
890,-197,0,98,0,0
891,-161,0,62,0,0
892,-119,0,20,0,0
893,-104,0,5,0,0
894,-119,0,20,0,0
895,-144,0,45,0,0
896,-150,0,51,0,0
897,-200,0,200,0,0
898,-214,0,115,0,0
899,-211,0,112,0,0
900,-171,0,72,0,0
901,-110,0,11,0,0
902,-200,0,200,0,0
903,-125,0,26,0,0
904,-156,0,57,0,0
905,-131,0,32,0,0
906,-123,0,24,0,0
907,-194,0,95,0,0
908,-112,0,13,0,0
909,-181,0,82,0,0
910,-153,0,54,0,0
911,-115,0,16,0,0
912,-188,0,89,0,0
913,-122,0,23,0,0
914,-153,0,54,0,0
915,-128,0,29,0,0
916,-135,0,36,0,0
917,-148,0,49,0,0
918,-134,0,35,0,0
919,-120,0,21,0,0
920,-123,0,24,0,0
921,-200,0,200,0,0
922,-132,0,33,0,0
923,-231,0,132,0,0
924,-102,0,3,0,0
925,-171,0,72,0,0
926,-137,0,38,0,0
927,-200,0,200,0,0
928,-200,0,200,0,0
929,-174,0,75,0,0
930,-144,0,45,0,0
931,-123,0,24,0,0
932,-252,0,153,0,0
933,-263,0,164,0,0
934,-139,0,40,0,0
935,-210,0,111,0,0
936,-167,0,68,0,0
937,-105,0,6,0,0
938,-172,0,73,0,0
939,-132,0,33,0,0
940,-137,0,38,0,0
941,-200,0,200,0,0
942,-122,0,23,0,0
943,-198,0,99,0,0
944,-192,0,93,0,0
945,-137,0,38,0,0
946,-103,0,4,0,0
947,-107,0,8,0,0
948,-138,0,39,0,0
949,-118,0,19,0,0
950,-105,0,6,0,0
951,-161,0,62,0,0
952,-155,0,56,0,0
953,-118,0,19,0,0
954,-200,0,200,0,0
955,-200,0,200,0,0
956,-190,0,91,0,0
957,-238,0,139,0,0
958,-135,0,36,0,0
959,-102,0,3,0,0
960,-128,0,29,0,0
961,-122,0,23,0,0
962,-145,0,46,0,0
963,-124,0,25,0,0
964,-190,0,91,0,0
965,-205,0,106,0,0
966,-248,0,149,0,0
967,-114,0,15,0,0
968,-110,0,11,0,0
969,-148,0,49,0,0
970,-156,0,57,0,0
971,-203,0,104,0,0
972,-198,0,99,0,0
973,-299,0,200,0,0
974,-114,0,15,0,0
975,-200,0,200,0,0
976,-132,0,33,0,0
977,-212,0,113,0,0
978,-211,0,112,0,0
979,-105,0,6,0,0
980,-200,0,200,0,0
981,-136,0,37,0,0
982,-195,0,96,0,0
983,-198,0,99,0,0
984,-160,0,61,0,0
985,-170,0,71,0,0
986,-221,0,122,0,0
987,-148,0,49,0,0
988,-183,0,84,0,0
989,-178,0,79,0,0
990,-126,0,27,0,0
991,-130,0,31,0,0
992,-122,0,23,0,0
993,-114,0,15,0,0
994,-200,0,200,0,0
995,-159,0,60,0,0
996,-116,0,17,0,0
997,-133,0,34,0,0
998,-171,0,72,0,0
